scheduled_arrival_utc,scheduled_arrival_frankfurt,flight_number,from_airport_name,airline,aircraft_model
2025-10-06 07:00:00+00:00,2025-10-06 09:00:00+02:00,DL 8600,Paris,Delta Air Lines,Embraer 190
2025-10-06 07:00:00+00:00,2025-10-06 09:00:00+02:00,AM 5974,Paris,Aeromexico,Embraer 190
2025-10-06 07:00:00+00:00,2025-10-06 09:00:00+02:00,AF 1518,Paris,Air France,Embraer 190
2025-10-06 07:00:00+00:00,2025-10-06 09:00:00+02:00,KQ 3024,Paris,Kenya,Embraer 190
2025-10-06 07:00:00+00:00,2025-10-06 09:00:00+02:00,LH 983,Dublin,Lufthansa,Airbus A319
2025-10-06 07:00:00+00:00,2025-10-06 09:00:00+02:00,CI 9298,Paris,China,Embraer 190
2025-10-06 07:00:00+00:00,2025-10-06 09:00:00+02:00,SQ 2171,Dublin,Singapore,Airbus A319
2025-10-06 07:00:00+00:00,2025-10-06 09:00:00+02:00,OS 7470,Dublin,Austrian,Airbus A319
2025-10-06 07:00:00+00:00,2025-10-06 09:00:00+02:00,LO 4844,Dublin,LOT - Polish,Airbus A319
2025-10-06 07:00:00+00:00,2025-10-06 09:00:00+02:00,AC 9183,Barcelona,Air Canada,Airbus A321
2025-10-06 07:00:00+00:00,2025-10-06 09:00:00+02:00,NH 5455,Dublin,ANA,Airbus A319
2025-10-06 07:00:00+00:00,2025-10-06 09:00:00+02:00,AC 9621,Hyderabad,Air Canada,Boeing 787-9
2025-10-06 07:00:00+00:00,2025-10-06 09:00:00+02:00,LH 753,Hyderabad,Lufthansa,Boeing 787-9
2025-10-06 07:00:00+00:00,2025-10-06 09:00:00+02:00,AZ 4743,Dublin,ITA,Airbus A319
2025-10-06 07:05:00+00:00,2025-10-06 09:05:00+02:00,RO 9262,Riga,TAROM,BCS3
2025-10-06 07:05:00+00:00,2025-10-06 09:05:00+02:00,DL 7294,Riga,Delta Air Lines,BCS3
2025-10-06 07:05:00+00:00,2025-10-06 09:05:00+02:00,A3 3273,Riga,Aegean,BCS3
2025-10-06 07:05:00+00:00,2025-10-06 09:05:00+02:00,IB 7853,Riga,Iberia,BCS3
2025-10-06 07:05:00+00:00,2025-10-06 09:05:00+02:00,TP 6417,Riga,TAP Air Portugal,BCS3
2025-10-06 07:05:00+00:00,2025-10-06 09:05:00+02:00,BT 243,Riga,airBaltic,BCS3
2025-10-06 07:05:00+00:00,2025-10-06 09:05:00+02:00,OU 5489,London,Croatia,Airbus A321 (Sharklets)
2025-10-06 07:05:00+00:00,2025-10-06 09:05:00+02:00,LH 921,London,Lufthansa,Airbus A321 (Sharklets)
2025-10-06 07:05:00+00:00,2025-10-06 09:05:00+02:00,A3 1607,London,Aegean,Airbus A321 (Sharklets)
2025-10-06 07:05:00+00:00,2025-10-06 09:05:00+02:00,AI 8755,Bangalore,Air India,Boeing 747-400
2025-10-06 07:05:00+00:00,2025-10-06 09:05:00+02:00,AC 9057,Bangalore,Air Canada,Boeing 747-400
2025-10-06 07:05:00+00:00,2025-10-06 09:05:00+02:00,LH 755,Bangalore,Lufthansa,Boeing 747-400
2025-10-06 07:05:00+00:00,2025-10-06 09:05:00+02:00,UA 9546,London,United,Airbus A321 (Sharklets)
2025-10-06 07:10:00+00:00,2025-10-06 09:10:00+02:00,OS 8490,Tampa,Austrian,Airbus A330-300
2025-10-06 07:10:00+00:00,2025-10-06 09:10:00+02:00,LX 9339,Tampa,SWISS,Airbus A330-300
2025-10-06 07:10:00+00:00,2025-10-06 09:10:00+02:00,4Y 65,Tampa,Eurowings Discover,Airbus A330-300
2025-10-06 07:10:00+00:00,2025-10-06 09:10:00+02:00,NH 7875,Luxembourg,ANA,Bombardier CRJX
2025-10-06 07:10:00+00:00,2025-10-06 09:10:00+02:00,TG 7797,Luxembourg,Thai  International,Bombardier CRJX
2025-10-06 07:10:00+00:00,2025-10-06 09:10:00+02:00,UA 58,San Francisco,United,Boeing 777
2025-10-06 07:10:00+00:00,2025-10-06 09:10:00+02:00,LG 1909,Luxembourg,Luxair,Bombardier CRJX
2025-10-06 07:10:00+00:00,2025-10-06 09:10:00+02:00,LH 9403,San Francisco,Lufthansa,Boeing 777
2025-10-06 07:10:00+00:00,2025-10-06 09:10:00+02:00,NZ 9800,San Francisco,Air New Zealand,Boeing 777
2025-10-06 07:10:00+00:00,2025-10-06 09:10:00+02:00,AC 4057,San Francisco,Air Canada,Boeing 777
2025-10-06 07:10:00+00:00,2025-10-06 09:10:00+02:00,UA 9661,Tampa,United,Airbus A330-300
2025-10-06 07:10:00+00:00,2025-10-06 09:10:00+02:00,AC 9389,Luxembourg,Air Canada,Bombardier CRJX
2025-10-06 07:10:00+00:00,2025-10-06 09:10:00+02:00,SN 5624,Tampa,Brussels,Airbus A330-300
2025-10-06 07:10:00+00:00,2025-10-06 09:10:00+02:00,LH 391,Luxembourg,Lufthansa,Bombardier CRJX
2025-10-06 07:10:00+00:00,2025-10-06 09:10:00+02:00,LO 4878,Glasgow,LOT - Polish,Airbus A320
2025-10-06 07:10:00+00:00,2025-10-06 09:10:00+02:00,LH 4401,Tampa,Lufthansa,Airbus A330-300
2025-10-06 07:10:00+00:00,2025-10-06 09:10:00+02:00,LH 1457,Tirana,Lufthansa,Airbus A321
2025-10-06 07:10:00+00:00,2025-10-06 09:10:00+02:00,A3 1403,Amsterdam,Aegean,Airbus A319
2025-10-06 07:10:00+00:00,2025-10-06 09:10:00+02:00,LH 1003,Amsterdam,Lufthansa,Airbus A319
2025-10-06 07:10:00+00:00,2025-10-06 09:10:00+02:00,AC 9076,Amsterdam,Air Canada,Airbus A319
2025-10-06 07:10:00+00:00,2025-10-06 09:10:00+02:00,OS 7220,Lisbon,Austrian,Airbus A321 NEO
2025-10-06 07:10:00+00:00,2025-10-06 09:10:00+02:00,UA 9156,Amsterdam,United,Airbus A319
2025-10-06 07:10:00+00:00,2025-10-06 09:10:00+02:00,SQ 1957,Lisbon,Singapore,Airbus A321 NEO
2025-10-06 07:10:00+00:00,2025-10-06 09:10:00+02:00,AC 9357,Lisbon,Air Canada,Airbus A321 NEO
2025-10-06 07:10:00+00:00,2025-10-06 09:10:00+02:00,UA 9159,Lisbon,United,Airbus A321 NEO
2025-10-06 07:10:00+00:00,2025-10-06 09:10:00+02:00,TP 6705,Lisbon,TAP Air Portugal,Airbus A321 NEO
2025-10-06 07:10:00+00:00,2025-10-06 09:10:00+02:00,LH 975,Glasgow,Lufthansa,Airbus A320
2025-10-06 07:10:00+00:00,2025-10-06 09:10:00+02:00,LH 1171,Lisbon,Lufthansa,Airbus A321 NEO
2025-10-06 07:15:00+00:00,2025-10-06 09:15:00+02:00,AZ 4821,Nuremberg,ITA,Airbus A319
2025-10-06 07:15:00+00:00,2025-10-06 09:15:00+02:00,LO 4852,Edinburgh,LOT - Polish,Airbus A320 (Sharklets)
2025-10-06 07:15:00+00:00,2025-10-06 09:15:00+02:00,OS 7214,Edinburgh,Austrian,Airbus A320 (Sharklets)
2025-10-06 07:15:00+00:00,2025-10-06 09:15:00+02:00,LH 145,Nuremberg,Lufthansa,Airbus A319
2025-10-06 07:15:00+00:00,2025-10-06 09:15:00+02:00,UA 8761,Nuremberg,United,Airbus A319
2025-10-06 07:15:00+00:00,2025-10-06 09:15:00+02:00,CX 6720,Nuremberg,Cathay Pacific,Airbus A319
2025-10-06 07:15:00+00:00,2025-10-06 09:15:00+02:00,SQ 2027,Nuremberg,Singapore,Airbus A319
2025-10-06 07:15:00+00:00,2025-10-06 09:15:00+02:00,AC 9137,Nuremberg,Air Canada,Airbus A319
2025-10-06 07:15:00+00:00,2025-10-06 09:15:00+02:00,LH 961,Edinburgh,Lufthansa,Airbus A320 (Sharklets)
2025-10-06 07:15:00+00:00,2025-10-06 09:15:00+02:00,NH 6230,Nuremberg,ANA,Airbus A319
2025-10-06 07:15:00+00:00,2025-10-06 09:15:00+02:00,AZ 4851,Stuttgart,ITA,Airbus A319
2025-10-06 07:15:00+00:00,2025-10-06 09:15:00+02:00,SQ 1969,Edinburgh,Singapore,Airbus A320 (Sharklets)
2025-10-06 07:15:00+00:00,2025-10-06 09:15:00+02:00,TP 7663,Stuttgart,TAP Air Portugal,Airbus A319
2025-10-06 07:15:00+00:00,2025-10-06 09:15:00+02:00,LH 131,Stuttgart,Lufthansa,Airbus A319
2025-10-06 07:15:00+00:00,2025-10-06 09:15:00+02:00,LO 4276,Zagreb,LOT - Polish,Airbus A319
2025-10-06 07:15:00+00:00,2025-10-06 09:15:00+02:00,OZ 9372,Zagreb,Asiana,Airbus A319
2025-10-06 07:15:00+00:00,2025-10-06 09:15:00+02:00,LH 6007,Zagreb,Lufthansa,Airbus A319
2025-10-06 07:15:00+00:00,2025-10-06 09:15:00+02:00,UA 7267,Zagreb,United,Airbus A319
2025-10-06 07:15:00+00:00,2025-10-06 09:15:00+02:00,AC 2996,Zagreb,Air Canada,Airbus A319
2025-10-06 07:15:00+00:00,2025-10-06 09:15:00+02:00,UA 8965,Stuttgart,United,Airbus A319
2025-10-06 07:15:00+00:00,2025-10-06 09:15:00+02:00,NH 6216,Stuttgart,ANA,Airbus A319
2025-10-06 07:15:00+00:00,2025-10-06 09:15:00+02:00,SQ 2019,Stuttgart,Singapore,Airbus A319
2025-10-06 07:15:00+00:00,2025-10-06 09:15:00+02:00,AC 9127,Stuttgart,Air Canada,Airbus A319
2025-10-06 07:15:00+00:00,2025-10-06 09:15:00+02:00,OU 410,Zagreb,Croatia,Airbus A319
2025-10-06 07:20:00+00:00,2025-10-06 09:20:00+02:00,IB 6436,Helsinki,Iberia,Embraer 190
2025-10-06 07:20:00+00:00,2025-10-06 09:20:00+02:00,B6 6262,London,JetBlue,Airbus A319
2025-10-06 07:20:00+00:00,2025-10-06 09:20:00+02:00,BA 902,London,British,Airbus A319
2025-10-06 07:20:00+00:00,2025-10-06 09:20:00+02:00,QR 9718,London,Qatar,Airbus A319
2025-10-06 07:20:00+00:00,2025-10-06 09:20:00+02:00,LH 7582,Denver,Lufthansa,Boeing 787-9
2025-10-06 07:20:00+00:00,2025-10-06 09:20:00+02:00,AC 3024,Denver,Air Canada,Boeing 787-9
2025-10-06 07:20:00+00:00,2025-10-06 09:20:00+02:00,UA 182,Denver,United,Boeing 787-9
2025-10-06 07:20:00+00:00,2025-10-06 09:20:00+02:00,VN 3697,Helsinki,Vietnam,Embraer 190
2025-10-06 07:20:00+00:00,2025-10-06 09:20:00+02:00,AY 1411,Helsinki,Finnair,Embraer 190
2025-10-06 07:20:00+00:00,2025-10-06 09:20:00+02:00,AA 8965,Helsinki,American,Embraer 190
2025-10-06 07:20:00+00:00,2025-10-06 09:20:00+02:00,CX 1420,Helsinki,Cathay Pacific,Embraer 190
2025-10-06 07:20:00+00:00,2025-10-06 09:20:00+02:00,LX 3612,Zurich,SWISS,Airbus A320 (Sharklets)
2025-10-06 07:20:00+00:00,2025-10-06 09:20:00+02:00,NH 6248,Zurich,ANA,Airbus A320 (Sharklets)
2025-10-06 07:20:00+00:00,2025-10-06 09:20:00+02:00,UA 8862,Zurich,United,Airbus A320 (Sharklets)
2025-10-06 07:20:00+00:00,2025-10-06 09:20:00+02:00,LH 1183,Zurich,Lufthansa,Airbus A320 (Sharklets)
2025-10-06 07:20:00+00:00,2025-10-06 09:20:00+02:00,JL 6879,Helsinki,JL,Embraer 190
2025-10-06 07:25:00+00:00,2025-10-06 09:25:00+02:00,AC 9005,Bremen,Air Canada,Canadair CRJ 900NG
2025-10-06 07:25:00+00:00,2025-10-06 09:25:00+02:00,LH 1201,Bâle/Mulhouse,Lufthansa,Bombardier CRJX
2025-10-06 07:25:00+00:00,2025-10-06 09:25:00+02:00,AC 9174,Bâle/Mulhouse,Air Canada,Bombardier CRJX
2025-10-06 07:25:00+00:00,2025-10-06 09:25:00+02:00,NH 5405,Bâle/Mulhouse,ANA,Bombardier CRJX
2025-10-06 07:25:00+00:00,2025-10-06 09:25:00+02:00,LH 1221,Salzburg,Lufthansa,Canadair CRJ 900NG
2025-10-06 07:25:00+00:00,2025-10-06 09:25:00+02:00,OS 7247,Salzburg,Austrian,Canadair CRJ 900NG
2025-10-06 07:25:00+00:00,2025-10-06 09:25:00+02:00,LH 353,Bremen,Lufthansa,Canadair CRJ 900NG
2025-10-06 07:25:00+00:00,2025-10-06 09:25:00+02:00,LX 3936,Bâle/Mulhouse,SWISS,Bombardier CRJX
2025-10-06 07:25:00+00:00,2025-10-06 09:25:00+02:00,SQ 2029,Bremen,Singapore,Canadair CRJ 900NG
2025-10-06 07:25:00+00:00,2025-10-06 09:25:00+02:00,UA 8995,Bremen,United,Canadair CRJ 900NG
2025-10-06 07:25:00+00:00,2025-10-06 09:25:00+02:00,NH 6218,Bremen,ANA,Canadair CRJ 900NG
2025-10-06 07:25:00+00:00,2025-10-06 09:25:00+02:00,OU 5465,Berlin,Croatia,Airbus A319
2025-10-06 07:25:00+00:00,2025-10-06 09:25:00+02:00,A3 1547,Berlin,Aegean,Airbus A319
2025-10-06 07:25:00+00:00,2025-10-06 09:25:00+02:00,LH 177,Berlin,Lufthansa,Airbus A319
2025-10-06 07:25:00+00:00,2025-10-06 09:25:00+02:00,AZ 4713,Bremen,ITA,Canadair CRJ 900NG
2025-10-06 07:30:00+00:00,2025-10-06 09:30:00+02:00,SQ 2414,Dubrovnik,Singapore,Airbus A319
2025-10-06 07:30:00+00:00,2025-10-06 09:30:00+02:00,OZ 9378,Dubrovnik,Asiana,Airbus A319
2025-10-06 07:30:00+00:00,2025-10-06 09:30:00+02:00,OU 418,Dubrovnik,Croatia,Airbus A319
2025-10-06 07:30:00+00:00,2025-10-06 09:30:00+02:00,LH 5991,Dubrovnik,Lufthansa,Airbus A319
2025-10-06 07:30:00+00:00,2025-10-06 09:30:00+02:00,LO 4290,Dubrovnik,LOT - Polish,Airbus A319
2025-10-06 07:30:00+00:00,2025-10-06 09:30:00+02:00,OS 203,Vienna,Austrian,Airbus A320
2025-10-06 07:30:00+00:00,2025-10-06 09:30:00+02:00,UA 7255,Dubrovnik,United,Airbus A319
2025-10-06 07:30:00+00:00,2025-10-06 09:30:00+02:00,AI 7510,Dubrovnik,Air India,Airbus A319
2025-10-06 07:30:00+00:00,2025-10-06 09:30:00+02:00,LH 6437,Vienna,Lufthansa,Airbus A320
2025-10-06 07:30:00+00:00,2025-10-06 09:30:00+02:00,LH 97,Munich,Lufthansa,Airbus A320 (Sharklets)
2025-10-06 07:30:00+00:00,2025-10-06 09:30:00+02:00,TP 6876,Dubrovnik,TAP Air Portugal,Airbus A319
2025-10-06 07:30:00+00:00,2025-10-06 09:30:00+02:00,LH 1005,Brussels,Lufthansa,Airbus A320
2025-10-06 07:30:00+00:00,2025-10-06 09:30:00+02:00,TG 7927,Munich,Thai  International,Airbus A320 (Sharklets)
2025-10-06 07:30:00+00:00,2025-10-06 09:30:00+02:00,AC 9323,Brussels,Air Canada,Airbus A320
2025-10-06 07:30:00+00:00,2025-10-06 09:30:00+02:00,UA 9570,Brussels,United,Airbus A320
2025-10-06 07:30:00+00:00,2025-10-06 09:30:00+02:00,SQ 2037,Brussels,Singapore,Airbus A320
2025-10-06 07:30:00+00:00,2025-10-06 09:30:00+02:00,CX 6704,Brussels,Cathay Pacific,Airbus A320
2025-10-06 07:30:00+00:00,2025-10-06 09:30:00+02:00,SN 7017,Brussels,Brussels,Airbus A320
2025-10-06 07:30:00+00:00,2025-10-06 09:30:00+02:00,A3 1431,Brussels,Aegean,Airbus A320
2025-10-06 07:30:00+00:00,2025-10-06 09:30:00+02:00,ET 1566,Brussels,ET,Airbus A320
2025-10-06 07:30:00+00:00,2025-10-06 09:30:00+02:00,CA 6004,Brussels,Air China,Airbus A320
2025-10-06 07:30:00+00:00,2025-10-06 09:30:00+02:00,AI 8665,Brussels,Air India,Airbus A320
2025-10-06 07:30:00+00:00,2025-10-06 09:30:00+02:00,TG 7751,Brussels,Thai  International,Airbus A320
2025-10-06 07:30:00+00:00,2025-10-06 09:30:00+02:00,LA 8664,Brussels,LATAM,Airbus A320
2025-10-06 07:30:00+00:00,2025-10-06 09:30:00+02:00,NH 6168,Brussels,ANA,Airbus A320
2025-10-06 07:35:00+00:00,2025-10-06 09:35:00+02:00,BA 8761,London,British,Embraer 190
2025-10-06 07:35:00+00:00,2025-10-06 09:35:00+02:00,LH 9423,İzmir,Lufthansa,Boeing 737-800
2025-10-06 07:35:00+00:00,2025-10-06 09:35:00+02:00,XQ 910,İzmir,Sun Express,Boeing 737-800
2025-10-06 07:35:00+00:00,2025-10-06 09:35:00+02:00,KL 1815,Amsterdam,KLM,Embraer 190
2025-10-06 07:40:00+00:00,2025-10-06 09:40:00+02:00,HY 231,Tashkent,Uzbekistan,Boeing 787-8
2025-10-06 07:40:00+00:00,2025-10-06 09:40:00+02:00,DE 2403,Toronto,Condor,Airbus A330
2025-10-06 07:40:00+00:00,2025-10-06 09:40:00+02:00,BJ 2046,Houmt El Souk,Nouvelair Tunisie,Airbus A320
2025-10-06 07:40:00+00:00,2025-10-06 09:40:00+02:00,LY 357,Tel Aviv Yafo,El Al,Boeing 737-900
2025-10-06 07:40:00+00:00,2025-10-06 09:40:00+02:00,DL 7454,Tel Aviv Yafo,Delta Air Lines,Boeing 737-900
2025-10-06 07:40:00+00:00,2025-10-06 09:40:00+02:00,SQ 2381,Warsaw,Singapore,E295
2025-10-06 07:40:00+00:00,2025-10-06 09:40:00+02:00,WS 5943,Toronto,WestJet,Airbus A330
2025-10-06 07:40:00+00:00,2025-10-06 09:40:00+02:00,OU 5863,Warsaw,Croatia,E295
2025-10-06 07:40:00+00:00,2025-10-06 09:40:00+02:00,LO 381,Warsaw,LOT - Polish,E295
2025-10-06 07:40:00+00:00,2025-10-06 09:40:00+02:00,LH 5715,Warsaw,Lufthansa,E295
2025-10-06 07:40:00+00:00,2025-10-06 09:40:00+02:00,AI 7771,Warsaw,Air India,E295
2025-10-06 07:40:00+00:00,2025-10-06 09:40:00+02:00,OZ 6902,Warsaw,Asiana,E295
2025-10-06 07:40:00+00:00,2025-10-06 09:40:00+02:00,A3 1565,Hamburg,Aegean,Airbus A319
2025-10-06 07:40:00+00:00,2025-10-06 09:40:00+02:00,SQ 2057,Hamburg,Singapore,Airbus A319
2025-10-06 07:40:00+00:00,2025-10-06 09:40:00+02:00,UA 8933,Hamburg,United,Airbus A319
2025-10-06 07:40:00+00:00,2025-10-06 09:40:00+02:00,LH 9,Hamburg,Lufthansa,Airbus A319
2025-10-06 07:40:00+00:00,2025-10-06 09:40:00+02:00,NH 6720,Warsaw,ANA,E295
2025-10-06 07:45:00+00:00,2025-10-06 09:45:00+02:00,AZ 4771,Hanover,ITA,Airbus A320
2025-10-06 07:45:00+00:00,2025-10-06 09:45:00+02:00,UA 8935,Hanover,United,Airbus A320
2025-10-06 07:45:00+00:00,2025-10-06 09:45:00+02:00,LH 51,Hanover,Lufthansa,Airbus A320
2025-10-06 07:45:00+00:00,2025-10-06 09:45:00+02:00,A3 1555,Hanover,Aegean,Airbus A320
2025-10-06 07:45:00+00:00,2025-10-06 09:45:00+02:00,UX 1503,Madrid,Air Europa,Boeing 737-800
2025-10-06 07:45:00+00:00,2025-10-06 09:45:00+02:00,EY 7557,Madrid,Etihad,Boeing 737-800
2025-10-06 07:45:00+00:00,2025-10-06 09:45:00+02:00,CI 9235,Madrid,China,Boeing 737-800
2025-10-06 07:45:00+00:00,2025-10-06 09:45:00+02:00,AM 6888,Madrid,Aeromexico,Boeing 737-800
2025-10-06 07:45:00+00:00,2025-10-06 09:45:00+02:00,NH 6224,Hanover,ANA,Airbus A320
2025-10-06 07:45:00+00:00,2025-10-06 09:45:00+02:00,VN 3166,Madrid,Vietnam,Boeing 737-800
2025-10-06 07:45:00+00:00,2025-10-06 09:45:00+02:00,SQ 2033,Hanover,Singapore,Airbus A320
2025-10-06 07:45:00+00:00,2025-10-06 09:45:00+02:00,LH 7602,Newark,Lufthansa,Boeing 777
2025-10-06 07:45:00+00:00,2025-10-06 09:45:00+02:00,TG 7823,Porto,Thai  International,Airbus A321
2025-10-06 07:45:00+00:00,2025-10-06 09:45:00+02:00,TP 6685,Porto,TAP Air Portugal,Airbus A321
2025-10-06 07:45:00+00:00,2025-10-06 09:45:00+02:00,UA 9004,Porto,United,Airbus A321
2025-10-06 07:45:00+00:00,2025-10-06 09:45:00+02:00,NH 6165,Porto,ANA,Airbus A321
2025-10-06 07:45:00+00:00,2025-10-06 09:45:00+02:00,LH 1181,Porto,Lufthansa,Airbus A321
2025-10-06 07:45:00+00:00,2025-10-06 09:45:00+02:00,SQ 2101,Porto,Singapore,Airbus A321
2025-10-06 07:45:00+00:00,2025-10-06 09:45:00+02:00,SN 9003,Newark,Brussels,Boeing 777
2025-10-06 07:45:00+00:00,2025-10-06 09:45:00+02:00,AC 5684,Newark,Air Canada,Boeing 777
2025-10-06 07:45:00+00:00,2025-10-06 09:45:00+02:00,OS 7839,Newark,Austrian,Boeing 777
2025-10-06 07:45:00+00:00,2025-10-06 09:45:00+02:00,UA 42,Newark,United,Boeing 777
2025-10-06 07:45:00+00:00,2025-10-06 09:45:00+02:00,AC 9231,Porto,Air Canada,Airbus A321
2025-10-06 07:50:00+00:00,2025-10-06 09:50:00+02:00,XC 9005,Antalya,Corendon Air,Boeing 737-800
2025-10-06 07:50:00+00:00,2025-10-06 09:50:00+02:00,DE 4406,Prague,Condor,Airbus A321
2025-10-06 07:50:00+00:00,2025-10-06 09:50:00+02:00,XQ 3540,Dalaman,Sun Express,Boeing 737
2025-10-06 07:50:00+00:00,2025-10-06 09:50:00+02:00,DL 86,Detroit,Delta Air Lines,Airbus A330-200
2025-10-06 07:55:00+00:00,2025-10-06 09:55:00+02:00,A3 530,Thessaloniki,Aegean,Airbus A320
2025-10-06 07:55:00+00:00,2025-10-06 09:55:00+02:00,DE 4180,Hamburg,Condor,Airbus A320 (sharklets)
2025-10-06 07:55:00+00:00,2025-10-06 09:55:00+02:00,LH 5929,Thessaloniki,Lufthansa,Airbus A320
2025-10-06 07:55:00+00:00,2025-10-06 09:55:00+02:00,AC 4000,Chicago,Air Canada,Boeing 787-10
2025-10-06 07:55:00+00:00,2025-10-06 09:55:00+02:00,SQ 2852,Thessaloniki,Singapore,Airbus A320
2025-10-06 07:55:00+00:00,2025-10-06 09:55:00+02:00,UA 907,Chicago,United,Boeing 787-10
2025-10-06 07:55:00+00:00,2025-10-06 09:55:00+02:00,AC 5741,Thessaloniki,Air Canada,Airbus A320
2025-10-06 07:55:00+00:00,2025-10-06 09:55:00+02:00,DE 4304,Munich,Condor,Airbus A319
2025-10-06 07:55:00+00:00,2025-10-06 09:55:00+02:00,A3 1423,Berlin,Aegean,Airbus A320
2025-10-06 07:55:00+00:00,2025-10-06 09:55:00+02:00,AZ 4691,Berlin,ITA,Airbus A320
2025-10-06 07:55:00+00:00,2025-10-06 09:55:00+02:00,SQ 2209,Berlin,Singapore,Airbus A320
2025-10-06 07:55:00+00:00,2025-10-06 09:55:00+02:00,LH 179,Berlin,Lufthansa,Airbus A320
2025-10-06 07:55:00+00:00,2025-10-06 09:55:00+02:00,UA 9214,Berlin,United,Airbus A320
2025-10-06 07:55:00+00:00,2025-10-06 09:55:00+02:00,LH 9151,Chicago,Lufthansa,Boeing 787-10
2025-10-06 08:00:00+00:00,2025-10-06 10:00:00+02:00,UA 6899,Istanbul,United,Airbus A330-300
2025-10-06 08:00:00+00:00,2025-10-06 10:00:00+02:00,DE 4292,Paris,Condor,Airbus A320
2025-10-06 08:00:00+00:00,2025-10-06 10:00:00+02:00,LH 159,Leipzig,Lufthansa,Airbus A321
2025-10-06 08:00:00+00:00,2025-10-06 10:00:00+02:00,SQ 1999,Leipzig,Singapore,Airbus A321
2025-10-06 08:00:00+00:00,2025-10-06 10:00:00+02:00,A3 1470,Leipzig,Aegean,Airbus A321
2025-10-06 08:00:00+00:00,2025-10-06 10:00:00+02:00,NH 6226,Leipzig,ANA,Airbus A321
2025-10-06 08:00:00+00:00,2025-10-06 10:00:00+02:00,UA 9007,Leipzig,United,Airbus A321
2025-10-06 08:00:00+00:00,2025-10-06 10:00:00+02:00,AZ 4815,Leipzig,ITA,Airbus A321
2025-10-06 08:00:00+00:00,2025-10-06 10:00:00+02:00,AZ 4827,Munich,ITA,Boeing 787-9
2025-10-06 08:00:00+00:00,2025-10-06 10:00:00+02:00,LH 99,Munich,Lufthansa,Boeing 787-9
2025-10-06 08:00:00+00:00,2025-10-06 10:00:00+02:00,SQ 2113,Munich,Singapore,Boeing 787-9
2025-10-06 08:00:00+00:00,2025-10-06 10:00:00+02:00,AC 9347,Munich,Air Canada,Boeing 787-9
2025-10-06 08:00:00+00:00,2025-10-06 10:00:00+02:00,LH 75,Düsseldorf,Lufthansa,Airbus A320
2025-10-06 08:00:00+00:00,2025-10-06 10:00:00+02:00,UA 8929,Düsseldorf,United,Airbus A320
2025-10-06 08:00:00+00:00,2025-10-06 10:00:00+02:00,AZ 4747,Düsseldorf,ITA,Airbus A320
2025-10-06 08:00:00+00:00,2025-10-06 10:00:00+02:00,SQ 2021,Düsseldorf,Singapore,Airbus A320
2025-10-06 08:00:00+00:00,2025-10-06 10:00:00+02:00,NH 6211,Düsseldorf,ANA,Airbus A320
2025-10-06 08:00:00+00:00,2025-10-06 10:00:00+02:00,OU 5411,Düsseldorf,Croatia,Airbus A320
2025-10-06 08:00:00+00:00,2025-10-06 10:00:00+02:00,TK 1587,Istanbul,Turkish,Airbus A330-300
2025-10-06 08:00:00+00:00,2025-10-06 10:00:00+02:00,UA 8945,Munich,United,Boeing 787-9
2025-10-06 08:05:00+00:00,2025-10-06 10:05:00+02:00,A3 1521,London,Aegean,Airbus A320 (Sharklets)
2025-10-06 08:05:00+00:00,2025-10-06 10:05:00+02:00,UA 8812,London,United,Airbus A320 (Sharklets)
2025-10-06 08:05:00+00:00,2025-10-06 10:05:00+02:00,LH 923,London,Lufthansa,Airbus A320 (Sharklets)
2025-10-06 08:10:00+00:00,2025-10-06 10:10:00+02:00,UA 9304,Barcelona,United,Airbus A321
2025-10-06 08:10:00+00:00,2025-10-06 10:10:00+02:00,SQ 2229,Barcelona,Singapore,Airbus A321
2025-10-06 08:10:00+00:00,2025-10-06 10:10:00+02:00,NH 5442,Barcelona,ANA,Airbus A321
2025-10-06 08:10:00+00:00,2025-10-06 10:10:00+02:00,AC 9011,Barcelona,Air Canada,Airbus A321
2025-10-06 08:10:00+00:00,2025-10-06 10:10:00+02:00,LH 1137,Barcelona,Lufthansa,Airbus A321
2025-10-06 08:10:00+00:00,2025-10-06 10:10:00+02:00,DE 4418,Rome,Condor,Airbus A320
2025-10-06 08:10:00+00:00,2025-10-06 10:10:00+02:00,DE 4264,Paris,Condor,Airbus A321 NEO
2025-10-06 08:10:00+00:00,2025-10-06 10:10:00+02:00,DE 4356,Milan,Condor,Airbus A320
2025-10-06 08:10:00+00:00,2025-10-06 10:10:00+02:00,DE 4086,Berlin,Condor,Airbus A321 (Sharklets)
2025-10-06 08:15:00+00:00,2025-10-06 10:15:00+02:00,AC 7393,Calgary,Air Canada,Airbus A330
2025-10-06 08:15:00+00:00,2025-10-06 10:15:00+02:00,LH 4405,Calgary,Lufthansa,Airbus A330
2025-10-06 08:15:00+00:00,2025-10-06 10:15:00+02:00,4Y 77,Calgary,Eurowings Discover,Airbus A330
2025-10-06 08:15:00+00:00,2025-10-06 10:15:00+02:00,OS 8466,Calgary,Austrian,Airbus A330
2025-10-06 08:15:00+00:00,2025-10-06 10:15:00+02:00,LX 9315,Calgary,SWISS,Airbus A330
2025-10-06 08:15:00+00:00,2025-10-06 10:15:00+02:00,SN 5673,Calgary,Brussels,Airbus A330
